Title,Snippet,URL,Topics,Categories,Tags
Mê mẩn đặc sản Lào tại công viên Lê Văn Tám,"28 thg 12, 2024 ... Các gian hàng bán đặc sản Lào như: nếp, gạo, lạp xưởng, da heo phồng, heo khô, bò khô,… rất hút khách. Chủ các gian hàng này đa số mang trực ...",https://nld.com.vn/me-man-dac-san-lao-tai-cong-vien-le-van-tam-196241227223820822.htm,"heo phồng heo, khô bò khô, hút khách Chủ, nếp gạo, mang trực, bán đặc sản Lào, lạp xưởng da, thg Các gian hàng",Chưa phân loại,"bán đặc sản, da heo, heo phồng, heo khô, bò khô, hút khách, 2024, gian hàng, đặc sản, lạp xưởng"
Thị trường lao động tại Lào đang rất sôi động,"16 thg 6, 2019 ... Theo Cục Quản lý Lao động ngoài nước, Bộ Lao động - Thương binh và Xã hội, thị trường Lào hiện nay đang có nhu cầu khá lớn trong lĩnh vực lao ...",https://nld.com.vn/cong-doan/hap-dan-thi-truong-lao-dong-tai-lao-2019061606420981.htm,"ngoài nước Bộ, thg Theo Cục, khá lớn, thị trường Lào, lĩnh vực lao, Quản lý Lao động","Kinh tế, Xã hội","Theo Cục, Quản lý Lao động, Bộ Lao động, có nhu cầu, 2019, Lao động, nước, Thương binh, Xã hội, thị trường"
Chuyện về nhà mạng số 1 tại Lào,"15 thg 7, 2014 ... Ngày 16-10-2009, liên doanh Star Telecom khai trương mạng viễn thông Unitel, kinh doanh các dịch vụ viễn thông cơ bản (điện thoại di động, cố ...",https://nld.com.vn/tieu-dung/chuyen-ve-nha-mang-so-1-tai-lao-20140715173210138.htm,"liên doanh Star Telecom, mạng viễn thông Unitel",Chưa phân loại,"khai trương mạng, mạng viễn thông, 2014, liên doanh, Star, Telecom, mạng, viễn thông, Unitel, dịch vụ"
Cao tốc Nội Bài - Lào Cai chính thức chỉ có thu phí không dừng kể ...,"1 thg 8, 2022 ... Sáng 1-8, cao tốc Nội Bài - Lào Cai chính thức thu phí không dừng (ETC). Các phương tiện không dán thẻ ETC và không nạp tiền vào tài khoản ...",https://nld.com.vn/thoi-su/ngay-dau-cao-toc-noi-bai-lao-cai-chi-thu-phi-khong-dung-nhieu-xe-khong-du-tien-trong-tai-khoan-2022080111355514.htm,"dừng ETC, thg Sáng, thu phí, dán thẻ, nạp tiền, cao tốc Nội Bài, Lào Cai chính thức",Chưa phân loại,"thu phí, dán thẻ, nạp tiền, 2022, Sáng, cao tốc, Nội Bài, phương tiện, tiền, tài khoản"
ASEAN Cup 2024: Soi tỉ số trận Lào - Việt Nam - Cách biệt có thể là ...,"9 thg 12, 2024 ... (NLĐO) - Sân vận động Quốc gia Lào sẽ chứng kiến trận chiến một chiều giữa Lào và Việt Nam, nơi đẳng cấp và tiềm lực đôi bên rất chênh lệch.",https://nld.com.vn/asean-cup-2024-soi-ti-so-tran-lao-viet-nam-cach-biet-la-3-ban-196241209082816247.htm,"Quốc gia Lào, trận chiến, Việt Nam nơi, đôi bên rất, NLĐO Sân vận động",Chưa phân loại,"Sân vận động Quốc gia, chứng kiến trận, một chiều giữa, nơi đẳng cấp, tiềm lực đôi bên, 2024, Sân vận động, Quốc gia, trận, Việt Nam"
Chặn bắt đối tượng người Lào chở 18.000 viên ma túy,"1 thg 12, 2024 ... Qua đấu tranh, Hồ Vay khai số ma túy trên được đối tượng nhận vận chuyển từ huyện Noòng (tỉnh Savannakhet) đến khu vực thị trấn Khe Sanh (huyện ...",https://nld.com.vn/chan-bat-doi-tuong-nguoi-lao-cho-18000-vien-ma-tuy-196241201172058503.htm,"huyện Noòng tỉnh, Hồ Vay khai, thg Qua, Savannakhet đến, Khe Sanh, đối tượng nhận, số ma túy, khu vực thị trấn",Chưa phân loại,"khai số, số ma túy, được đối tượng, đến khu vực, khu vực thị trấn, 2024, ma túy, đối tượng, huyện, Noòng"
"Liveshow ""Hồi sinh"" quyên được gần 2,4 tỉ đồng cho Lào Cai","16 thg 10, 2024 ... (NLĐO)- Gần 2,4 tỉ đồng đã được người dân, nhà hảo tâm ủng hộ trong đêm nhạc ""Hồi sinh"" ủng hộ các nạn nhân của cơn bão số 3 tại tỉnh Lào Cai.",https://nld.com.vn/liveshow-hoi-sinh-quyen-gop-duoc-gan-24-ti-dong-cho-lao-cai-196241016123757471.htm,"người dân nhà, cơn bão số, tỉnh Lào Cai, thg NLĐO Gần, đêm nhạc, tỉ đồng, hảo tâm ủng hộ",Chưa phân loại,"nhà hảo tâm, đêm nhạc, cơn bão, bão số, 2024, hảo tâm, nhạc, nạn nhân, tỉnh, Lào Cai"
"Tai nạn liên hoàn trên cao tốc Nội Bài - Lào Cai, 1 tài xế tử vong, ùn ...","12 thg 8, 2024 ... (NLĐO) – Vụ tai nạn giữa xe khách giường nằm và ô tô Ford 16 chỗ là xe hợp đồng, chở đoàn rước dâu, khiến 1 người chết, 4 người bị thương. Giao ...",https://nld.com.vn/tai-nan-lien-hoan-tren-cao-toc-noi-bai-lao-cai-1-tai-xe-tu-vong-un-tac-keo-dai-196240812094528483.htm,"thg NLĐO Vụ, giường nằm, Ford chỗ, chở đoàn, khiến người, xe hợp đồng, bị thương Giao",Chưa phân loại,"Vụ tai nạn, xe khách giường, xe hợp đồng, chở đoàn, 2024, NLĐO, tai nạn, xe khách, giường, ô tô"
"Tổng Bí thư, Chủ tịch nước Nguyễn Phú Trọng thăm Lào, Campuchia","20 thg 2, 2019 ... ... Lào, Chủ tịch nước Cộng hòa Dân chủ Nhân dân Lào Bounnhang Vorachith và lời mời của Quốc vương Campuchia Norodom Sihamoni, Tổng Bí thư, Chủ ...",https://nld.com.vn/thoi-su/tong-bi-thu-chu-tich-nuoc-nguyen-phu-trong-tham-lao-campuchia-2019022018415505.htm,"Lào Bounnhang Vorachith, nước Cộng hòa, lời mời, Quốc vương Campuchia Norodom, Tổng Bí thư Chủ, Dân chủ Nhân dân",Chưa phân loại,"Chủ tịch nước, hòa Dân chủ, Dân chủ Nhân dân, 2019, Chủ tịch, nước, Cộng, Dân chủ, Nhân dân, Bounnhang"
Cựu Bí thư Tỉnh ủy Lào Cai Nguyễn Văn Vịnh hầu tòa,"20 thg 5, 2024 ... TPO - Sáng 20/5, TAND tỉnh Lào Cai mở phiên tòa xét xử đối với 17 bị cáo liên quan vụ án khai thác và tiêu thụ trái phép hơn 1,5 triệu tấn ...",https://tienphong.vn/cuu-bi-thu-tinh-uy-lao-cai-nguyen-van-vinh-hau-toa-post1638581.tpo,"thg TPO Sáng, TAND tỉnh Lào, Cai mở phiên, tòa xét xử, triệu tấn, đối với bị cáo, liên quan vụ án, tiêu thụ trái phép",Chưa phân loại,"TAND tỉnh, mở phiên, liên quan vụ án, 2024, Sáng, TAND, tỉnh, phiên, bị cáo, vụ án"
Sau vụ 11 học sinh ăn 2 gói mì tôm chan cơm ở Lào Cai: Khởi tố ...,"23 thg 10, 2024 ... Công an tỉnh Lào Cai đã khởi tố vụ án hình sự, khởi tố, bắt bị can để tạm giam đối với ông Trần Ngọc Hà - nguyên Hiệu trưởng Trường PTDTBT ...",https://tienphong.vn/sau-vu-11-hoc-sinh-an-2-goi-mi-tom-chan-com-o-lao-cai-khoi-to-tam-giam-nguyen-hieu-truong-post1684872.tpo,"tỉnh Lào Cai, Trần Ngọc Hà, tạm giam, Trường PTDTBT, thg Công an, khởi tố bắt, nguyên Hiệu trưởng, đối với ông, vụ án hình sự",Chưa phân loại,"Công an tỉnh, khởi tố vụ án, vụ án hình sự, bắt bị can, Hiệu trưởng Trường, Trường PTDTBT, 2024, Công an, tỉnh, vụ án"
Cựu Bí thư Tỉnh ủy Lào Cai bị đề nghị mức án đến 6 năm tù,"23 thg 5, 2024 ... TPO - Sáng nay (23/5), đại diện cơ quan truy tố đã đề nghị mức án từ 5-6 năm tù đối với cựu Bí thư Tỉnh uỷ Lào Cai Nguyễn Văn Vịnh. Ở mức án ...",https://tienphong.vn/cuu-bi-thu-tinh-uy-lao-cai-bi-de-nghi-muc-an-den-6-nam-tu-post1639619.tpo,"mức án, thg TPO Sáng, Lào Cai Nguyễn, Văn Vịnh Ở, năm tù, cựu Bí thư, nay đại diện, cơ quan truy tố",Chưa phân loại,"đại diện cơ quan, đề nghị mức, mức án từ, Bí thư Tỉnh uỷ, mức án, 2024, Sáng, đại diện, cơ quan, án từ"
Lời khai của cựu Bí thư Tỉnh ủy Lào Cai về việc sử dụng 5 tỷ đồng ...,"31 thg 3, 2024 ... TPO - Viện KSND tỉnh Lào Cai vừa hoàn tất cáo trạng bổ sung, truy tố 17 bị can liên quan đến vụ khai thác trái phép quặng tại xã Đồng Tuyển, ...",https://tienphong.vn/loi-khai-cua-cuu-bi-thu-tinh-uy-lao-cai-ve-viec-su-dung-5-ty-dong-qua-tet-post1624974.tpo,"bị can, thg TPO Viện, KSND tỉnh Lào, xã Đồng Tuyển, Cai vừa, đến vụ, trái phép quặng, hoàn tất cáo trạng, bổ sung truy tố",Chưa phân loại,"31 thg, Viện KSND, KSND tỉnh, hoàn tất cáo trạng, 2024, Viện, KSND, tỉnh, cáo trạng, truy tố"
"Toà trả hồ sơ, yêu cầu điều tra đồng phạm của cựu Bí thư Tỉnh uỷ ...","15 thg 1, 2024 ... TPO - Tòa án nhân dân (TAND) tỉnh Lào Cai vừa quyết định trả hồ sơ vụ án do thiếu chứng cứ không thể bổ sung trong phiên tòa.",https://tienphong.vn/toa-tra-ho-so-yeu-cau-dieu-tra-dong-pham-cua-cuu-bi-thu-tinh-uy-lao-cai-nguyen-van-vinh-post1604564.tpo,"TAND tỉnh Lào, Cai vừa, phiên tòa, do thiếu, thg TPO Tòa án, quyết định trả, chứng cứ không thể",Chưa phân loại,"Tòa án nhân dân, trả hồ sơ, hồ sơ vụ án, thiếu chứng cứ, 2024, Tòa án, nhân dân, tỉnh, hồ sơ, vụ án"
Cựu Bí thư Tỉnh uỷ Lào Cai được giảm 18 tháng tù,"5 thg 11, 2024 ... TPO - Sau khi xem xét đơn kháng cáo của các bị cáo trong vụ khai thác trái phép hơn 1,5 triệu tấn quặng Apatit tại, HĐXX cấp phúc thẩm TAND ...",https://tienphong.vn/cuu-bi-thu-tinh-uy-lao-cai-duoc-giam-18-thang-tu-post1688330.tpo,"tấn quặng Apatit, HĐXX cấp, xem xét đơn, vụ khai thác, trái phép hơn triệu, phúc thẩm TAND",Chưa phân loại,"Sau khi, xem xét đơn, phúc thẩm TAND, 2024, bị cáo, quặng, Apatit, TAND"
Lào khiến Indonesia chia điểm ngay trên sân nhà,"12 thg 12, 2024 ... TPO - Tuyển Lào gây bất ngờ lớn khi buộc Indonesia phải chia điểm trong cuộc đối đầu ở lượt trận thứ 2 bảng B, ASEAN Cup 2024.",https://tienphong.vn/lao-khien-indonesia-chia-diem-ngay-tren-san-nha-post1700192.tpo,"thg TPO Tuyển, buộc Indonesia phải, lượt trận thứ, B ASEAN Cup, Lào gây, chia điểm, cuộc đối đầu ở, bất ngờ lớn",Chưa phân loại,"chia điểm, lượt trận, trận thứ, 2024, Tuyển, Indonesia, điểm, cuộc, lượt, trận"
Kỷ luật Giám đốc Sở Tài nguyên và Môi trường tỉnh Lào Cai,"24 thg 6, 2024 ... TPO - Ngày 24/6, Kỳ họp thứ 37 của Ủy ban Kiểm tra Tỉnh ủy Lào Cai khóa XVI đã ra quyết định kỷ luật đối với ông Hồ Cao Khải - Giám đốc Sở ...",https://tienphong.vn/ky-luat-giam-doc-so-tai-nguyen-va-moi-truong-tinh-lao-cai-post1649108.tpo,"Kỳ họp thứ, Hồ Cao Khải, Lào Cai khóa, Ủy ban, XVI đã ra, Giám đốc Sở, đối với ông, Kiểm tra Tỉnh ủy, quyết định kỷ luật",Chưa phân loại,"họp thứ, Kiểm tra Tỉnh ủy, khóa XVI, ra quyết định, Giám đốc Sở, 2024, Tỉnh ủy, quyết định, Khải, Giám đốc"
Đối tượng tông trọng thương CSGT ở Lào Cai bị khởi tố tội 'Giết người',"16 thg 2, 2023 ... Ngày 16/2, nguồn tin cho biết, Cơ quan CSĐT Công an TP Lào Cai đã khởi tố bị can đối với Kiều Tiến Tâm (SN 1994, trú tại phường Pom Hán, ...",https://tienphong.vn/doi-tuong-tong-trong-thuong-csgt-o-lao-cai-bi-khoi-to-toi-giet-nguoi-post1510415.tpo,"TP Lào Cai, Kiều Tiến Tâm, phường Pom Hán, SN trú, CSĐT Công an, thg Ngày nguồn tin, cho biết Cơ quan, khởi tố bị can",Chưa phân loại,"Cơ quan CSĐT, CSĐT Công an, Công an TP, 2023, nguồn tin, Cơ quan, CSĐT, Công an, Kiều, Tiến"
"Tai nạn liên hoàn trên cao tốc Nội Bài - Lào Cai, 2 người thương vong","12 thg 8, 2024 ... (SN 1968, trú tại xã Phú Nhuận, huyện Bảo Thắng, tỉnh Lào Cai) điều khiển theo chiều Lào Cai - Hà Nội va chạm với xe ô tô tải biển số 88C-247.XX ...",https://tienphong.vn/tai-nan-lien-hoan-tren-cao-toc-noi-bai-lao-cai-2-nguoi-thuong-vong-post1662980.tpo,"tỉnh Lào Cai, tải biển số, thg SN trú, Phú Nhuận huyện, điều khiển theo chiều, va chạm với xe",Chưa phân loại,"theo chiều, xe ô tô, tải biển, biển số, 2024, 1968, Phú Nhuận, huyện, Bảo Thắng, tỉnh"
Việt Nam tặng Lào công viên hữu nghị tại thủ đô Viêng Chăn | Báo ...,"6 giờ trước ... Phía trước là cụm tượng 3 nhà lãnh tụ của Việt Nam và Lào: Chủ tịch Hồ Chí Minh, Chủ tịch Kaysone Phomvihane và Chủ tịch Souphanouvong. Công ...",https://dantri.com.vn/xa-hoi/viet-nam-tang-lao-cong-vien-huu-nghi-tai-thu-do-vieng-chan-20250110113900977.htm,"giờ trước Phía, cụm tượng nhà, Hồ Chí, Souphanouvong Công, Lào Chủ tịch",Chưa phân loại,"giờ trước, Phía trước, là cụm, cụm tượng, nhà lãnh tụ, trước, Phía, tượng, lãnh tụ, Việt Nam"
Thủ tướng: Tình đoàn kết đặc biệt Việt Nam - Lào có ý nghĩa quyết ...,"22 giờ trước ... Chiều 9/1, tại Thủ đô Vientiane (Lào), Thủ tướng Phạm Minh Chính và Thủ tướng Lào Sonexay Siphandone đồng chủ trì Hội nghị Hợp tác đầu tư Việt ...",https://dantri.com.vn/xa-hoi/thu-tuong-tinh-doan-ket-dac-biet-viet-nam-lao-co-y-nghia-quyet-dinh-20250109195454112.htm,"Lào Sonexay Siphandone, giờ trước Chiều, Phạm Minh Chính, Thủ đô Vientiane, đầu tư Việt, đồng chủ trì, Hội nghị Hợp tác",Kinh tế,"chủ trì Hội nghị, trước, Chiều, Thủ đô, Vientiane, Thủ tướng, Phạm, Minh, Chính, Sonexay"
115 người ở Lào Cai thoát chết nhờ chạy lên núi lánh sạt lở | Báo ...,"12 thg 9, 2024 ... (Dân trí) - Phát hiện nguy cơ sạt lở cao, 115 người dân thôn Kho Vàng (xã Cốc Lầu, Bắc Hà) đã chủ động di chuyển lên một ngọn núi cao cách thôn ...",https://dantri.com.vn/xa-hoi/115-nguoi-o-lao-cai-thoat-chet-nho-chay-len-nui-lanh-sat-lo-20240912144746127.htm,"cao cách thôn, Kho Vàng xã, người dân, lên một ngọn núi, thg Dân trí, Phát hiện nguy cơ, Cốc Lầu Bắc Hà, chủ động di chuyển",Chưa phân loại,"Phát hiện nguy cơ, dân thôn, núi cao, cách thôn, 2024, nguy cơ, thôn, Vàng, Cốc Lầu, Bắc Hà"
"Trận Indonesia - Lào phá nhiều kỷ lục, được đánh giá là kinh điển ở ...","13 thg 12, 2024 ... Thậm chí, chuyên gia Gabriel Tan của ESPN đánh giá đây là trận đấu kinh điển ở AFF Cup. Trận đấu giữa Indonesia và Lào ở AFF Cup 2024 vào tối 12 ...",https://dantri.com.vn/the-thao/tran-indonesia-lao-pha-nhieu-ky-luc-duoc-danh-gia-la-kinh-dien-o-aff-cup-20241213125724849.htm,"trận đấu, AFF Cup Trận, Gabriel Tan, Lào ở, ESPN đánh giá đây, thg Thậm chí",Chưa phân loại,"là trận, 2024, chuyên gia, Gabriel, ESPN, trận, Trận, Indonesia"
Khai trương cửa khẩu quốc tế giữa tỉnh Quảng Nam và Lào | Báo ...,"14 thg 8, 2021 ... Đây là sự kiện chính trị quan trọng của 2 tỉnh Quảng Nam và Xê Kông, có ý nghĩa trong việc thúc đẩy và thắt chặt hơn nữa mối quan hệ hữu nghị, ...",https://dantri.com.vn/xa-hoi/khai-truong-cua-khau-quoc-te-giua-tinh-quang-nam-va-lao-20210814142918217.htm,"Xê Kông, thg Đây, tỉnh Quảng Nam, việc thúc đẩy, mối quan hệ, sự kiện chính trị, thắt chặt hơn nữa",Chưa phân loại,"là sự kiện, sự kiện chính trị, chính trị quan trọng, có ý nghĩa, mối quan hệ, quan hệ hữu nghị, 2021, sự kiện, chính trị, tỉnh"
Báo Indonesia bình luận khi đội nhà bất ngờ bị Lào cầm hòa | Báo ...,"13 thg 12, 2024 ... Dù được đánh giá cao hơn rất nhiều và có lợi thế sân nhà khi đối diện với Lào ở lượt trận thứ hai bảng B AFF Cup 2024 nhưng Indonesia bất ngờ để ...",https://dantri.com.vn/the-thao/bao-indonesia-binh-luan-khi-doi-nha-bat-ngo-bi-lao-cam-hoa-20241213000516679.htm,"bảng B AFF Cup, Lào ở lượt, thg Dù, sân nhà, nhưng Indonesia, rất nhiều, trận thứ hai, đánh giá cao",Chưa phân loại,"có lợi thế, lợi thế sân, sân nhà, nhà khi, lượt trận, trận thứ hai, thứ hai bảng, 2024, lợi thế, lượt"
"“Đường bay vàng”: Phải trả bao nhiêu phí cho Lào, Campuchia ...","26 thg 8, 2014 ... Theo hãng hàng không sẽ bay chủ lực trên đường bay thẳng là Vietnam Airlines, chi phí phải trả khi bay qua Lào và Campuchia được tính theo từng ...",https://dantri.com.vn/xa-hoi/duong-bay-vang-phai-tra-bao-nhieu-phi-cho-lao-campuchia-1409567767.htm,"bay qua Lào, phải trả, thg Theo hãng, thẳng là Vietnam, Campuchia được tính, Airlines chi phí",Chưa phân loại,"26 thg, Theo hãng, hãng hàng không, bay chủ lực, đường bay thẳng, trả khi, 2014, hãng, hàng không, chủ lực"
"Mưa lớn tại TP Lào Cai, nhiều tuyến đường, nhà dân bị ngập lụt ...","30 thg 8, 2024 ... (Dân trí) - Trận mưa dông từ đêm 29 tới sáng 30/8 trên địa bàn tỉnh Lào Cai đã gây ngập lụt một số khu vực. Trong đó, tại TP Lào Cai, nhiều nhà ...",https://dantri.com.vn/xa-hoi/mua-lon-tai-tp-lao-cai-nhieu-tuyen-duong-nha-dan-bi-ngap-lut-20240830111639175.htm,"tỉnh Lào Cai, đêm tới sáng, nhiều nhà, thg Dân trí Trận, gây ngập lụt, một số khu vực",Chưa phân loại,"địa bàn tỉnh, 2024, Trận, sáng, địa bàn, tỉnh, khu vực, Lào Cai"
Thủ tướng Phạm Minh Chính và Thủ tướng Lào đồng chủ trì Kỳ họp ...,1 ngày trước ... Thủ tướng Lào Sonexay Siphandone phát biểu tại Kỳ họp lần thứ 47 Ủy ban liên Chính phủ Việt Nam - Lào (Ảnh: Dương Giang/TTXVN). Tham dự Kỳ họp ...,https://dantri.com.vn/xa-hoi/thu-tuong-pham-minh-chinh-va-thu-tuong-lao-dong-chu-tri-ky-hop-lan-47-uy-ban-lien-chinh-phu-viet-nam-lao-20250109155754602.htm,"Kỳ họp lần, Lào Sonexay Siphandone, thứ Ủy ban, Giang TTXVN",Chưa phân loại,"họp lần, lần thứ, ban liên Chính phủ, ngày trước, Thủ tướng, Sonexay, Siphandone, liên Chính phủ, Việt Nam, Dương"
